position,sess,burst_type,ids,amp,freq,duration
0,230610,cc,193,0.7458705263000001,24.7081145636,0.11139564660000001
1,230610,cc,194,0.6730234971,23.4930630554,0.0845070423
1,230610,cc,194,0.7082248785,22.4054723161,0.171574904
3,230610,cc,197,0.5992893756000001,19.5286374654,0.4110115237
0,230610,cc,198,0.6430889929,19.1701208613,0.2010243278
-1,230610,cc,199,0.6297996364,17.7670310736,0.1062740077
-1,230610,cc,199,0.30200784810000003,18.708490631,0.11011523690000001
3,230610,cc,202,0.3795725727,21.3061764814,0.0909090909
-2,230610,cc,203,0.527415979,20.4076632467,0.15236875800000002
-3,230610,cc,204,0.274564195,19.8899911234,0.3469910371
-2,230610,cc,205,0.6999271711,19.4756800468,0.1536491677
1,230610,cc,206,0.5178100619,18.0547039105,0.3290653009
2,230610,cc,207,0.49209553780000004,22.6298089242,0.1344430218
2,230610,cc,207,0.4558158024,25.530206282400002,0.0768245839
2,230610,cc,207,0.6617187153,19.1550603299,0.24455825860000002
0,230610,cc,208,0.49158399690000004,16.570022855,0.1203585147
0,230610,co,208,0.612485806,17.98592074,0.22279129320000002
-1,230610,cc,210,0.2723244589,20.003250888,0.1549295775
-1,230610,co,210,0.7561665559,18.8254641907,0.2099871959
-3,230610,cc,213,0.27260367550000003,23.5585311816,0.1395646607
-3,230610,cc,213,0.22878164680000002,16.0847564176,0.1805377721
-3,230610,co,213,0.47016009740000003,22.4688246056,0.22279129320000002
-1,230610,cc,214,0.5687352325,23.6787125719,0.1280409731
-1,230610,cc,214,0.7502251321000001,18.1673853824,0.1651728553
-1,230610,cc,214,0.5315034391,15.775268846,0.2560819462
1,230610,cc,216,0.4726877123,18.5443821255,0.16645326500000002
1,230610,cc,216,0.6499637941,18.5097149772,0.1626120359
1,230610,cc,220,0.26769697270000004,18.8465885582,0.09987195900000001
1,230610,cc,220,0.1503204182,28.3674153694,0.1011523688
0,230610,co,222,0.4685745853,14.9527062904,0.2099871959
2,230610,co,223,0.6234708365,27.2806881667,0.0717029449
-2,230610,cc,224,0.7304336516000001,22.1386120015,0.0909090909
-1,230610,cc,225,0.5664874779,20.555775677,0.6389244558
1,230610,cc,226,0.34918847270000003,23.946423072800002,0.12163892450000001
1,230610,co,229,0.3572518517,29.6942576219,0.1690140845
1,230610,cc,230,0.4668681456,17.1235685049,0.17541613320000002
3,230610,cc,231,0.5780518798000001,17.783828732,0.6222791293000001
-3,230610,cc,232,0.5866419921,16.3271777542,0.12163892450000001
1,230610,cc,233,0.6721791232000001,17.5745983677,0.171574904
1,230610,cc,233,0.5489651949000001,18.6338060268,0.1600512164
-1,230610,co,234,0.6433097305000001,15.6239790226,0.2612035851
-1,230610,cc,234,0.4871196504,19.0279422392,0.1574903969
1,230610,co,235,0.6215729456,17.1049662807,0.2919334187
2,230610,cc,236,0.5917596230000001,23.0121192899,0.1805377721
-2,230610,cc,238,0.5115505649000001,20.1310663692,0.2035851472
-2,230610,cc,238,0.4957304087,25.235496781,0.1984635083
0,230610,cc,240,0.5367714369000001,23.3736412246,0.1882202305
0,230610,cc,241,0.4122788747,21.9765354993,0.22791293210000002
0,230610,cc,241,0.6179892804,17.9356260365,0.16389244560000002
-1,230610,cc,242,0.576228159,18.894287122,0.2727272727
-1,230610,cc,242,0.36236641610000003,16.550119546,0.13060179260000002
0,230610,cc,243,0.5506676286000001,18.622233245,0.11267605630000001
2,230610,cc,244,0.6227867511,20.99127596,0.2419974392
3,230610,cc,245,0.70948825,19.9650762714,0.19206145970000002
1,230610,co,246,0.7810125519000001,18.7568055049,0.16645326500000002
1,230610,co,246,0.7136078806,19.5186116682,0.2035851472
1,230610,cc,248,0.5881746425000001,20.6509688865,0.6274007682
1,230610,cc,248,0.21890660050000002,27.9243506193,0.1088348271
3,230610,cc,249,0.25752687690000003,25.9457109941,0.0793854033
3,230610,cc,249,0.17613930760000002,19.0046453354,0.1600512164
0,230610,co,250,0.6870384145,17.5607486201,0.5697823303
0,230610,cc,250,0.6901025128,21.2501163769,0.1395646607
-2,230610,cc,251,0.4883562762,20.3785331473,0.3021766965
-2,230610,cc,251,0.4098608758,20.4566884291,0.3918053777
2,230610,co,252,0.7386062071,24.1952582215,0.0755441741
-2,230610,cc,253,0.6193997261,17.87565953,0.1152368758
0,230610,cc,254,0.33832156480000003,27.0814515993,0.0729833547
0,230610,cc,255,0.4709953354,19.7523397238,0.1536491677
-2,230610,cc,256,0.3661033023,19.5990059052,0.2087067862
-2,230610,cc,256,0.4532644447,23.582339279,0.21126760560000002
2,230610,cc,257,0.4182908101,21.0009056015,0.3764404609
2,230610,cc,257,0.4668791915,21.8246878573,0.0896286812
3,230610,cc,258,0.5766619714,19.9374905042,0.0960307298
0,230610,co,260,0.4897467526,25.2726481227,0.1510883483
-2,230610,cc,261,0.2192785156,31.4117231002,0.0640204866
-2,230610,cc,261,0.4772158943,18.954548798,0.1536491677
3,230610,cc,263,0.2599021188,21.3236901389,0.1446862996
0,230610,cc,264,0.38672230280000003,19.2939202037,0.1024327785
0,230610,cc,264,0.5615404282,24.6074852151,0.0806658131
0,230610,co,264,0.6632847558,24.9095072234,0.1997439181
-3,230610,cc,265,0.4636110862,24.80263246,0.1280409731
-3,230610,cc,265,0.4894894219,19.9949522716,0.1459667093
2,230610,cc,266,0.6306517708,19.664563092,0.35083226630000003
1,230610,cc,267,0.724062818,18.3788384902,0.1600512164
1,230610,cc,267,0.5767616616,19.9175524486,0.6017925736
-2,230610,cc,268,0.2990479857,27.7843996292,0.2560819462
-2,230610,cc,268,0.2452847881,28.0422375552,0.1075544174
-2,230610,co,268,0.5488529476,26.7766403664,0.14724711910000002
-1,230610,cc,269,0.3122226392,18.0177629939,0.2586427657
-1,230610,cc,269,0.43848214300000005,17.7100386219,0.16645326500000002
3,230610,cc,272,0.2690404179,23.9878123281,0.12291933420000001
1,230610,cc,273,0.5479875616000001,21.3553649804,0.1882202305
1,230610,cc,273,0.5241363575,26.1987664029,0.1562099872
-1,230610,cc,274,0.5813528298,22.4243289971,0.133162612
-1,230610,cc,274,0.8493430764000001,20.6125180594,0.0973111396
-1,230610,cc,274,0.3484890531,20.6224162423,0.15236875800000002
-1,230610,cc,274,0.32397041600000004,24.4176541634,0.1702944942
1,230610,cc,275,0.4878160696,21.3248510439,0.23687580030000002
1,230610,cc,276,0.8435755708,19.4988483422,0.2010243278
3,230610,cc,277,0.1994808531,18.1277863801,0.1165172855
3,230610,cc,277,0.5478578149000001,17.0154294385,0.11267605630000001
3,230610,cc,277,0.43806195880000004,19.6607648589,0.3175416133
-2,230610,cc,278,0.5400197,21.5708286321,0.5992317542
-2,230610,cc,278,0.8155827663,19.8976439332,0.0973111396
1,230610,cc,281,0.7105595951,20.4716426851,0.1446862996
1,230610,cc,281,0.4697494494,17.750142121,0.2138284251
-1,230610,cc,282,0.6670860597,19.3719978007,0.1011523688
-1,230610,cc,282,0.5544662078,20.9014079476,0.1869398207
-1,230610,cc,282,0.6308125175,17.8180407771,0.1677336748
-1,230610,cc,282,0.6060277155,19.5278192324,0.1536491677
0,230610,cc,283,0.5654107645,19.3112412306,0.7234314981000001
2,230610,cc,284,0.5715814245,19.0969541532,0.2138284251
2,230610,cc,285,0.5737583806000001,24.2629630177,0.12291933420000001
2,230610,cc,285,0.5713863337,16.758488896,0.2419974392
3,230610,cc,286,0.8782459694,20.2994944599,0.1011523688
-2,230610,co,287,0.41843482120000003,22.4670120853,0.5352112676
-2,230610,cc,287,0.31572728040000003,29.5389247998,0.1408450704
-2,230610,cc,287,0.3358680932,17.9611349634,0.1766965429
0,230610,cc,288,0.4579758056,21.4736674777,0.2330345711
0,230610,cc,288,0.5954017494,21.8016868259,0.1843790013
-1,230610,cc,289,0.4212817505,24.3505793917,0.0806658131
2,230610,cc,290,0.6034955497,17.8531465731,0.1728553137
3,230610,cc,292,0.4561758537,24.7409782687,0.1959026889
3,230610,cc,292,0.5671623765,20.2044057405,0.2023047375
2,230610,cc,293,0.147578299,18.8836789315,0.2688860435
-1,230610,cc,295,0.6297737235,21.5443206399,0.3290653009
-1,230610,cc,295,0.6438141567,21.674883198,0.1357234315
2,230610,co,296,0.7479744219000001,17.4372272018,0.1139564661
2,230610,cc,296,0.6617912748,18.9357054324,0.1562099872
0,230610,cc,297,0.6179845147,17.1943632862,0.17797695260000002
-1,230610,cc,298,0.4468784445,17.0086719318,0.23815621
-1,230610,co,298,0.7022260601,16.5915266306,0.1267605634
-1,230610,cc,300,0.7249071953,20.3547573458,0.1549295775
-1,230610,cc,300,0.4794444778,23.9474667509,0.0883482714
2,230610,cc,301,0.46679732560000003,24.3497244159,0.1997439181
2,230610,cc,301,0.5787099651000001,23.5314572874,0.25480153650000004
2,230610,cc,301,0.38406897360000003,19.6128516797,0.2483994878
-1,230610,cc,302,0.5581182450000001,18.8140650387,0.3700384123
-1,230610,cc,302,0.6988226733,20.6044800976,0.0960307298
0,230610,cc,303,0.7349408802,19.9722107619,0.15236875800000002
0,230610,cc,303,0.4788821526,22.9116250146,0.08322663250000001
0,230610,cc,305,0.263120756,21.0959012607,0.14724711910000002
0,230610,cc,306,0.5216506148,22.757939962400002,0.2650448143
0,230610,cc,306,0.4142113773,23.4209383782,0.12291933420000001
0,230610,cc,307,0.31663041810000003,26.5204112705,0.15236875800000002
-3,230610,cc,308,0.3565210493,22.4293534584,0.0921895006
-3,230610,cc,308,0.2500783096,21.5974366046,0.1805377721
-3,230610,co,308,0.4718745334,17.3482390671,0.4058898848
-3,230610,cc,308,0.3079962288,19.8287087915,0.0985915493
2,230610,cc,309,0.5166268202000001,18.5832528507,0.2688860435
2,230610,cc,309,0.5655071819,20.485532604,0.0960307298
-1,230610,cc,310,0.5329841588,18.6325554444,0.16389244560000002
-1,230610,cc,310,0.47086996280000004,21.8695996802,0.2291933419
1,230610,cc,313,0.5856662802,20.0674594468,0.2509603073
-2,230610,cc,314,0.45109013200000003,18.9827697829,0.1062740077
-2,230610,cc,314,0.49796948620000003,19.669659274,0.11011523690000001
-3,230610,cc,315,0.5250336999,22.384663495,0.2612035851
0,230610,cc,316,0.6996750889000001,21.6534116144,0.1408450704
0,230610,cc,316,0.4008696083,17.2577900396,0.1177976953
0,230610,cc,316,0.3685911529,25.285393242,0.0806658131
0,230610,cc,317,0.5432560171,22.5787462983,0.44686299620000003
1,230610,co,318,0.6586975863,24.3404383775,0.2688860435
0,230610,cc,319,0.6162455039,19.0578600526,0.3085787452
0,230610,cc,319,0.41116750960000004,17.9807360514,0.17541613320000002
-1,230610,cc,321,0.3771861606,24.1686859674,0.24583866840000002
-1,230610,cc,321,0.6874286268,20.0885747428,0.0973111396
-1,230610,cc,321,0.4367651447,18.5207845262,0.1600512164
-1,230610,co,323,0.7174740851,16.2994785304,0.36747759280000003
-1,230610,cc,324,0.1276537623,22.0057669739,0.2701664533
-1,230610,co,324,0.7834268632,23.9153609899,0.1267605634
-1,230610,cc,324,0.33406633010000003,18.7999762734,0.2099871959
-3,230610,co,325,0.5545289466000001,20.3129398938,0.2983354673
1,230610,cc,326,0.3684122231,18.8306501497,0.1037131882
1,230610,cc,326,0.6646191318,18.5921158709,0.21126760560000002
-2,230610,cc,327,0.4520111128,21.9804636168,0.0909090909
-2,230610,cc,327,0.38615520130000003,18.3141357633,0.1626120359
