position,loc,chan,burst_type,ids,amp,freq,duration,monkey
0,PZAA2_12651,1,cc,1223,0.40110297970000003,23.5588103799,0.1805377721,P
0,PZAA2_12651,1,cc,1223,0.6035028922,22.8358024297,0.1370038412,P
2,PZAA2_12651,1,cc,1225,0.3198492314,21.9913307019,0.1267605634,P
2,PZAA2_12651,1,cc,1225,0.3241041249,24.3417878788,0.22279129320000002,P
2,PZAA2_12651,1,cc,1225,0.5421642519000001,20.7211730706,0.1434058899,P
2,PZAA2_12651,1,cc,1225,0.2017558137,21.6302068804,0.1485275288,P
3,PZAA2_12651,1,cc,1226,0.4256106759,17.0847112869,0.11139564660000001,P
3,PZAA2_12651,1,cc,1226,0.6403682516,21.434092693,0.14980793850000002,P
-2,PZAA2_12651,1,cc,1231,0.6766417779,22.0592460056,0.1690140845,P
-2,PZAA2_12651,1,cc,1231,0.4078721789,20.0466225715,0.0973111396,P
-2,PZAA2_12651,1,cc,1231,0.6442772876,24.1860158621,0.0768245839,P
-2,PZAA2_12651,1,cc,1231,0.5954698199,22.7993598255,0.1254801536,P
-1,PZAA2_12651,1,cc,1232,0.5387224934,21.5427794139,0.12291933420000001,P
-1,PZAA2_12651,1,cc,1232,0.6293322348,22.9686231169,0.12291933420000001,P
1,PZAA2_12651,1,cc,1234,0.5690733658,20.4340594502,0.1408450704,P
1,PZAA2_12651,1,cc,1234,0.6860480686,21.7085506671,0.14212548020000002,P
2,PZAA2_12651,1,cc,1235,0.6786537065,23.0086344369,0.08322663250000001,P
-3,PZAA2_12651,1,cc,1238,0.5770685338,21.566307315,0.0896286812,P
-3,PZAA2_12651,1,cc,1238,0.7658420345,22.0417013509,0.1267605634,P
-3,PZAA2_12651,1,cc,1238,0.7657872665000001,21.7580550668,0.0921895006,P
-3,PZAA2_12651,1,cc,1238,0.3186269876,25.0382219535,0.0781049936,P
-3,PZAA2_12651,1,cc,1238,0.6157572148,21.012838566,0.17541613320000002,P
-2,PZAA2_12651,1,cc,1239,0.6721688954,21.3919286751,0.0883482714,P
-2,PZAA2_12651,1,cc,1239,0.5097863362,21.4645692004,0.1139564661,P
-2,PZAA2_12651,1,cc,1239,0.6032763439000001,19.2907338725,0.20614596670000002,P
-2,PZAA2_12651,1,cc,1239,0.6793805181,22.7652478942,0.1280409731,P
0,PZAA2_12651,1,cc,1240,0.8111913201000001,22.8990151979,0.138284251,P
1,PZAA2_12651,1,cc,1241,0.4923020113,19.3720092199,0.1446862996,P
2,PZAA2_12651,1,cc,1242,0.5125511260000001,24.0528830079,0.1241997439,P
2,PZAA2_12651,1,cc,1242,0.6548168737,23.4385919387,0.2957746479,P
-3,PZAA2_12651,1,cc,1248,0.5759286853000001,22.5349013439,0.12291933420000001,P
-3,PZAA2_12651,1,cc,1248,0.6882488786000001,22.157648366,0.22023047380000002,P
-2,PZAA2_12651,1,cc,1249,0.2393560971,23.2679850119,0.1318822023,P
-2,PZAA2_12651,1,cc,1249,0.44578052770000004,21.9813325376,0.2087067862,P
-1,PZAA2_12651,1,cc,1250,0.3243140322,21.6125301895,0.7016645327000001,P
-1,PZAA2_12651,1,cc,1250,0.3797373365,21.9126304404,0.3879641485,P
0,PZAA2_12651,1,cc,1251,0.5340127680000001,23.2870064604,0.21766965430000002,P
0,PZAA2_12651,1,cc,1251,0.4700101706,22.4804459981,0.22023047380000002,P
1,PZAA2_12651,1,cc,1252,0.5479176402,22.6023194266,0.1280409731,P
2,PZAA2_12651,1,cc,1253,0.5473643259000001,22.7214336118,0.2983354673,P
2,PZAA2_12651,1,cc,1253,0.5910483188,22.1957347332,0.0896286812,P
-3,PZAA2_12651,1,cc,1254,0.6495037851000001,21.8433128705,0.1741357234,P
-3,PZAA2_12651,1,cc,1254,0.6642361654000001,21.6253407302,0.2163892446,P
-3,PZAA2_12651,1,cc,1254,0.5204325329,20.2390287936,0.204865557,P
-1,PZAA2_12651,1,cc,1255,0.7243072143,23.4673126626,0.2138284251,P
-1,PZAA2_12651,1,cc,1255,0.45285121980000004,21.5927819275,0.17541613320000002,P
-1,PZAA2_12651,1,cc,1255,0.6905465453,24.6089178496,0.1254801536,P
0,PZAA2_12651,1,cc,1256,0.4521431104,20.2039559601,0.133162612,P
0,PZAA2_12651,1,cc,1256,0.4807221252,20.4170426698,0.1408450704,P
0,PZAA2_12651,1,cc,1256,0.4773703681,22.6248035549,0.1690140845,P
1,PZAA2_12651,1,cc,1257,0.6412832822,21.1005503477,0.18309859150000002,P
1,PZAA2_12651,1,cc,1257,0.3955137889,24.0937531008,0.26632522410000004,P
2,PZAA2_12651,1,cc,1258,0.3741859357,24.8186888303,0.1152368758,P
2,PZAA2_12651,1,cc,1258,0.5797807021,22.1673973762,0.3777208707,P
3,PZAA2_12651,1,cc,1259,0.6833257548,22.7463903636,0.3828425096,P
3,PZAA2_12651,1,cc,1259,0.47263429700000004,23.0001109104,0.3034571063,P
-3,PZAA2_12651,1,cc,1266,0.39630810800000005,20.6221964314,0.2010243278,P
-3,PZAA2_12651,1,cc,1266,0.3091627433,25.1912669401,0.11139564660000001,P
-3,PZAA2_12651,1,cc,1266,0.5096145196,20.8633276661,0.2087067862,P
-2,PZAA2_12651,1,cc,1267,0.5441996337,22.6584206784,0.133162612,P
-2,PZAA2_12651,1,cc,1267,0.44035643290000004,23.6712928807,0.204865557,P
-1,PZAA2_12651,1,cc,1268,0.5985042196,20.942389876,0.2330345711,P
0,PZAA2_12651,1,cc,1269,0.7504719577000001,22.9804621313,0.2496798976,P
0,PZAA2_12651,1,cc,1269,0.3263748764,21.7803947369,0.1805377721,P
0,PZAA2_12651,1,cc,1269,0.7369533095,22.30438194,0.1818181818,P
1,PZAA2_12651,1,cc,1270,0.6229053693000001,22.9956086719,0.2932138284,P
1,PZAA2_12651,1,cc,1270,0.3176942195,22.4469707179,0.1254801536,P
1,PZAA2_12651,1,cc,1270,0.5346019262,22.2404228874,0.0793854033,P
2,PZAA2_12651,1,cc,1271,0.7802004414,22.2173606425,0.133162612,P
2,PZAA2_12651,1,co,1271,0.5911896766,23.3142017047,0.1152368758,P
2,PZAA2_12651,1,cc,1271,0.5260967453000001,23.4335454531,0.1318822023,P
3,PZAA2_12651,1,cc,1272,0.5648171281000001,22.2564838126,0.3918053777,P
3,PZAA2_12651,1,cc,1272,0.49915700370000005,20.6786343397,0.1805377721,P
-3,PZAA2_12651,1,cc,1278,0.6080844928,21.7689837838,0.3008962868,P
-3,PZAA2_12651,1,cc,1278,0.29283492040000003,22.7580991337,0.21126760560000002,P
-3,PZAA2_12651,1,cc,1278,0.4229849688,19.9419237042,0.18309859150000002,P
-2,PZAA2_12651,1,cc,1279,0.5397084197,20.3126118602,0.23687580030000002,P
-1,PZAA2_12651,1,co,1280,0.5243482603,19.7111162416,0.31113956470000004,P
-1,PZAA2_12651,1,cc,1280,0.6573151288,21.7973137894,0.1408450704,P
0,PZAA2_12651,1,cc,1281,0.5236628682,22.8117014428,0.1728553137,P
0,PZAA2_12651,1,cc,1281,0.5193624299,21.6878966664,0.1574903969,P
1,PZAA2_12651,1,cc,1282,0.2616512312,21.6161125043,0.09987195900000001,P
1,PZAA2_12651,1,co,1282,0.8750681499,24.7868777724,0.1203585147,P
2,PZAA2_12651,1,co,1283,0.7990912990000001,20.479049845,0.1395646607,P
2,PZAA2_12651,1,cc,1283,0.6229213603,24.1781290033,0.2035851472,P
0,PZAA2_12651,1,co,1284,0.8062777010000001,19.6279667216,0.0845070423,P
0,PZAA2_12651,1,cc,1284,0.5387852246,22.4309213834,0.21766965430000002,P
0,PZAA2_12651,1,cc,1284,0.4236907434,22.7598147523,0.1318822023,P
0,PZAA2_12651,1,cc,1285,0.5354084625000001,22.8020072267,0.12291933420000001,P
0,PZAA2_12651,1,co,1286,0.41798439270000004,21.2129051307,0.14724711910000002,P
0,PZAA2_12651,1,co,1286,0.5121803884,21.2163005449,0.2983354673,P
-1,PZAA2_12651,1,pta,1186,0.6835482209,21.4113416167,0.133162612,P
2,PZAA2_12651,1,pta,1189,0.5596017183,19.8539293406,0.14724711910000002,P
3,PZAA2_12651,1,pta,1190,0.7172773625000001,20.6788901362,0.1485275288,P
-3,PZAA2_12651,1,pta,1201,0.8065297459,20.1325450411,0.1152368758,P
1,PZAA2_12651,1,pta,1204,0.5283707196,23.3151313575,0.16133162610000001,P
0,PZAA2_12651,1,pta,1223,0.8538461599,20.5285571912,0.1510883483,P
1,PZAA2_12651,1,pta,1224,0.729922131,22.6408383609,0.1549295775,P
2,PZAA2_12651,1,pta,1242,0.5433043125,20.7343450737,0.1370038412,P
0,PZAA2_12651,1,pta,1251,0.5107406054,22.2515000495,0.1395646607,P
0,PZAA2_12651,1,pta,1251,0.7289444444000001,20.0697243163,0.1024327785,P
1,PZAA2_12651,1,pta,1257,0.8775110686,21.5447142303,0.1165172855,P
3,PZAA2_12651,1,pta,1259,0.8771728440000001,24.0033985913,0.12291933420000001,P
-2,PZAA2_12651,1,pta,1267,0.6139933764000001,21.0421069155,0.1370038412,P
1,PZAA2_12651,1,pta,1270,0.39501382030000004,22.6892501391,0.2010243278,P
1,PZAA2_12651,1,pta,1270,0.7929425892,21.1730655799,0.1152368758,P
-3,PZAA2_12651,1,pta,1278,0.42594472440000003,23.4257842385,0.15236875800000002,P
-3,PZAA2_12651,1,pta,1278,0.8435763180000001,23.10501428,0.0845070423,P
-3,PZAA2_12651,1,pta,1278,0.3489810338,25.674828499,0.0793854033,P
-2,PZAA2_12651,1,pta,1279,0.8422999771,21.9883255767,0.0896286812,P
1,PZAA2_12651,1,pta,1282,0.5837828612,23.542477025,0.08194622280000001,P
0,PZAA2_12651,1,pta,1285,0.8155837754,22.5838134427,0.1318822023,P
-2,PZAA2_26780,0,cc,1287,0.321868423,21.2150228518,0.1267605634,P
-2,PZAA2_26780,0,co,1287,0.6869534465,18.788043615,0.1280409731,P
-1,PZAA2_26780,0,co,1288,0.5642247391,17.3652103466,0.4929577465,P
0,PZAA2_26780,0,cc,1289,0.5820241958,20.6391889247,0.5454545455,P
2,PZAA2_26780,0,cc,1291,0.4445284075,22.6012347173,0.1434058899,P
2,PZAA2_26780,0,cc,1291,0.2701052492,18.3924821903,0.09987195900000001,P
-3,PZAA2_26780,0,cc,1294,0.49248242880000004,17.8370999935,0.171574904,P
-2,PZAA2_26780,0,co,1295,0.7859621347,18.1733231717,0.1037131882,P
-2,PZAA2_26780,0,cc,1295,0.39234015910000003,17.517125338,0.22279129320000002,P
-1,PZAA2_26780,0,cc,1296,0.2077314995,22.8202808468,0.085787452,P
-1,PZAA2_26780,0,co,1296,0.6611047973,17.8603555865,0.3060179257,P
0,PZAA2_26780,0,cc,1297,0.3839839986,18.0541403646,0.290653009,P
1,PZAA2_26780,0,cc,1298,0.4164747223,16.286747904,0.0640204866,P
1,PZAA2_26780,0,cc,1298,0.4132797139,21.478135739,0.1254801536,P
2,PZAA2_26780,0,cc,1299,0.4224156968,14.8337622109,0.119078105,P
2,PZAA2_26780,0,cc,1299,0.4908428184,18.5835969831,0.1177976953,P
-3,PZAA2_26780,0,co,1303,0.6501731436,25.4177978545,0.2125480154,P
-2,PZAA2_26780,0,cc,1304,0.5245927877000001,14.5709891823,0.1088348271,P
-1,PZAA2_26780,0,cc,1305,0.5539579911,19.5725779249,0.2535211268,P
-1,PZAA2_26780,0,cc,1305,0.33674748720000003,19.7253089788,0.18309859150000002,P
1,PZAA2_26780,0,cc,1307,0.5406303145,18.5254529459,0.1562099872,P
3,PZAA2_26780,0,cc,1309,0.2901467654,19.7090748336,0.10499359800000001,P
3,PZAA2_26780,0,cc,1309,0.3585054298,19.5873000097,0.3751600512,P
-3,PZAA2_26780,0,cc,1311,0.44140332520000003,22.0810095688,0.18309859150000002,P
-2,PZAA2_26780,0,cc,1312,0.3010698853,20.709019927900002,0.3021766965,P
-1,PZAA2_26780,0,cc,1313,0.6204330669,18.7378210345,0.1997439181,P
-1,PZAA2_26780,0,cc,1313,0.4765777982,22.7288957222,0.0717029449,P
1,PZAA2_26780,0,cc,1315,0.43287038120000004,15.7986429339,0.1882202305,P
1,PZAA2_26780,0,cc,1315,0.34312514250000004,20.5976780327,0.11267605630000001,P
2,PZAA2_26780,0,cc,1316,0.4420335406,21.0198854357,0.09475032010000001,P
-3,PZAA2_26780,0,cc,1319,0.8152963734,20.1389942705,0.0909090909,P
-3,PZAA2_26780,0,cc,1319,0.5616004865,22.9932780269,0.24455825860000002,P
-2,PZAA2_26780,0,co,1320,0.4246561487,20.6379206462,0.14980793850000002,P
-1,PZAA2_26780,0,cc,1321,0.4518762154,20.017287962,0.0870678617,P
0,PZAA2_26780,0,co,1322,0.6788974015,22.4533332024,0.1805377721,P
1,PZAA2_26780,0,cc,1323,0.26939626980000003,16.9859569865,0.1626120359,P
2,PZAA2_26780,0,cc,1324,0.1824263157,19.3599456004,0.1562099872,P
2,PZAA2_26780,0,cc,1324,0.6099251677,18.5102457208,0.0960307298,P
3,PZAA2_26780,0,cc,1325,0.15267990850000002,21.7602299433,0.16389244560000002,P
3,PZAA2_26780,0,co,1325,0.5713725109000001,23.4097561078,0.15236875800000002,P
3,PZAA2_26780,0,cc,1325,0.20472866650000002,19.2884662293,0.1293213828,P
-3,PZAA2_26780,0,cc,1326,0.5817540202,19.431005069,0.23943661970000002,P
-2,PZAA2_26780,0,cc,1327,0.36460946650000003,19.8959413046,0.1818181818,P
-2,PZAA2_26780,0,cc,1327,0.3650487482,19.9580684227,0.11267605630000001,P
-1,PZAA2_26780,0,cc,1328,0.49214606860000004,17.7470143127,0.2355953905,P
0,PZAA2_26780,0,cc,1329,0.6883453234,19.2745173123,0.1869398207,P
0,PZAA2_26780,0,cc,1329,0.3953388984,17.7417768772,0.1792573624,P
1,PZAA2_26780,0,cc,1330,0.5374515113,18.3103329006,0.1971830986,P
2,PZAA2_26780,0,cc,1331,0.39641464870000004,21.6912060408,0.0960307298,P
2,PZAA2_26780,0,cc,1331,0.4968121938,21.0302624975,0.2266325224,P
-1,PZAA2_26780,0,cc,1333,0.6817783685000001,20.5737329575,0.1395646607,P
-1,PZAA2_26780,0,cc,1333,0.5879563221,20.7791642946,0.1344430218,P
0,PZAA2_26780,0,cc,1334,0.4673645904,21.7912316867,0.1177976953,P
0,PZAA2_26780,0,co,1334,0.5278444975000001,16.4248868735,0.1907810499,P
1,PZAA2_26780,0,cc,1335,0.2691689478,26.4843307594,0.0729833547,P
1,PZAA2_26780,0,cc,1335,0.2465978956,17.7082297077,0.1024327785,P
1,PZAA2_26780,0,cc,1335,0.2847516891,23.3188759417,0.119078105,P
2,PZAA2_26780,0,co,1336,0.6574754331,18.2112969384,0.1971830986,P
3,PZAA2_26780,0,co,1337,0.8587011423,22.6061406695,0.0870678617,P
1,PZAA2_26780,0,co,1340,0.6693448070000001,16.1348738765,0.0909090909,P
2,PZAA2_26780,0,cc,1341,0.5868955648,22.3893238736,0.0755441741,P
-2,PZAA2_26780,0,co,1348,0.36547401350000003,19.3667847185,0.14724711910000002,P
1,PZAA2_26780,0,cc,1350,0.3113353447,21.8566973265,0.0985915493,P
2,PZAA2_26780,0,cc,1351,0.4908218854,20.6828209273,0.3213828425,P
3,PZAA2_26780,0,cc,1352,0.16723181280000002,19.1574152575,0.1152368758,P
-2,PZAA2_26780,0,cc,1366,0.6804869126,17.026885757,0.14724711910000002,P
-2,PZAA2_26780,0,cc,1366,0.6724671232,22.3959479084,0.0845070423,P
1,PZAA2_26780,0,cc,1368,0.7963224160000001,18.3012741888,0.0973111396,P
2,PZAA2_26780,0,cc,1369,0.5823792787000001,20.9409494631,0.14212548020000002,P
2,PZAA2_26780,0,cc,1369,0.5373806285,17.4337050364,0.1728553137,P
-3,PZAA2_26780,0,cc,1374,0.8523809026,21.7318812641,0.1357234315,P
-3,PZAA2_26780,0,cc,1374,0.39399092410000003,20.7334445992,0.27144686300000004,P
-3,PZAA2_26780,0,cc,1374,0.3631511495,19.3346146411,0.1446862996,P
-2,PZAA2_26780,0,cc,1375,0.6661144393,17.4337523213,0.3162612036,P
-1,PZAA2_26780,0,cc,1376,0.3686600666,18.4822903933,0.0755441741,P
-1,PZAA2_26780,0,cc,1376,0.3099342941,22.7234525092,0.10499359800000001,P
0,PZAA2_26780,0,cc,1377,0.3744797181,19.3166927562,0.16645326500000002,P
1,PZAA2_26780,0,cc,1378,0.6484073257,16.9069369909,0.09987195900000001,P
2,PZAA2_26780,0,cc,1379,0.4418911969,19.9991506666,0.1485275288,P
2,PZAA2_26780,0,co,1379,0.582057946,20.7514590964,0.2010243278,P
2,PZAA2_26780,0,co,1379,0.7084880179,20.8978395632,0.1408450704,P
2,PZAA2_26780,0,cc,1379,0.7711851359,24.050469851,0.0768245839,P
-2,PZAA2_26780,0,cc,1381,0.7272266152,20.2403292834,0.1241997439,P
0,PZAA2_26780,0,cc,1383,0.44973389100000005,17.7720340028,0.41229193340000003,P
0,PZAA2_26780,0,cc,1383,0.3786836022,20.3868488289,0.0985915493,P
-3,PZAA2_26780,0,co,1388,0.5043468075,15.9229953506,0.2535211268,P
-3,PZAA2_26780,0,cc,1388,0.5874548135000001,18.7180222745,0.2304737516,P
-2,PZAA2_26780,0,cc,1389,0.5440184955,19.66042527,0.17797695260000002,P
-1,PZAA2_26780,0,cc,1390,0.30977476530000003,24.0755967298,0.0781049936,P
-1,PZAA2_26780,0,cc,1390,0.2324961089,20.5412598187,0.138284251,P
-1,PZAA2_26780,0,co,1390,0.6194957371,19.3425583016,0.14980793850000002,P
0,PZAA2_26780,0,cc,1391,0.6918915734000001,18.7034405132,0.1459667093,P
2,PZAA2_26780,0,cc,1393,0.2038373826,21.554908921,0.12291933420000001,P
2,PZAA2_26780,0,co,1393,0.6670423109,23.9631766584,0.119078105,P
3,PZAA2_26780,0,cc,1394,0.38404048630000004,17.5694537248,0.3777208707,P
3,PZAA2_26780,0,cc,1394,0.5866886183000001,18.8282865737,0.1344430218,P
-1,PZAA2_26780,0,cc,1400,0.43515926720000003,18.2167047689,0.1062740077,P
0,PZAA2_26780,0,cc,1401,0.4055264189,20.4895976253,0.14724711910000002,P
1,PZAA2_26780,0,co,1402,0.5817701454,18.4264534957,0.31113956470000004,P
2,PZAA2_26780,0,co,1403,0.6629296677000001,17.74696224,0.20614596670000002,P
-1,PZAA2_26780,0,cc,1404,0.5598973327,21.7803550345,0.0742637644,P
-1,PZAA2_26780,0,cc,1404,0.45220733300000004,17.3330263036,0.22279129320000002,P
0,PZAA2_26780,0,cc,1405,0.19854251480000001,16.0406703451,0.1651728553,P
1,PZAA2_26780,0,cc,1406,0.5127987223,19.8492609485,0.19206145970000002,P
1,PZAA2_26780,0,cc,1406,0.438144548,19.3221370652,0.1459667093,P
1,PZAA2_26780,0,cc,1406,0.3441391977,18.2208073462,0.14724711910000002,P
2,PZAA2_26780,0,cc,1407,0.4794620167,23.7172749894,0.10499359800000001,P
2,PZAA2_26780,0,co,1407,0.44571090280000003,23.3055466859,0.1088348271,P
3,PZAA2_26780,0,co,1408,0.6052133154,21.0402978917,0.1792573624,P
3,PZAA2_26780,0,co,1408,0.7191842717,21.7043840378,0.08322663250000001,P
-1,PZAA2_26780,0,cc,1409,0.7203475637,21.553295601,0.1293213828,P
-1,PZAA2_26780,0,cc,1409,0.3407187007,25.2110263578,0.061459667100000004,P
-1,PZAA2_26780,0,cc,1409,0.6129017673,20.786806472,0.1395646607,P
0,PZAA2_26780,0,co,1410,0.47422916,19.2325604614,0.1933418694,P
0,PZAA2_26780,0,cc,1410,0.3083310327,19.4210890898,0.0896286812,P
1,PZAA2_26780,0,cc,1411,0.5472013891,19.5817684626,0.4724711908,P
2,PZAA2_26780,0,cc,1412,0.2721772946,19.5383732929,0.19462227910000002,P
2,PZAA2_26780,0,cc,1412,0.5190776669,18.8675298716,0.2317541613,P
-3,PZAA2_26780,0,cc,1413,0.4117860306,20.0314073386,0.40460947500000005,P
-3,PZAA2_26780,0,co,1413,0.3633031239,16.7033266629,0.1728553137,P
-2,PZAA2_26780,0,cc,1414,0.46795307700000005,18.9352053015,0.1062740077,P
-1,PZAA2_26780,0,co,1415,0.6681244837,20.4202556973,0.1959026889,P
0,PZAA2_26780,0,co,1416,0.5935956436000001,19.8028682074,0.1997439181,P
1,PZAA2_26780,0,cc,1417,0.5199332266,23.5591158674,0.1203585147,P
2,PZAA2_26780,0,co,1418,0.7814385422,17.71327505,0.14980793850000002,P
3,PZAA2_26780,0,cc,1419,0.5047232099,21.4715701152,0.2010243278,P
3,PZAA2_26780,0,cc,1419,0.5453246916,19.2318230164,0.1485275288,P
-2,PZAA2_26780,0,co,1420,0.6742878120000001,18.3159017353,0.2637644046,P
-1,PZAA2_26780,0,cc,1421,0.2477315762,16.9431631166,0.1434058899,P
-1,PZAA2_26780,0,cc,1421,0.2192052059,19.3197885162,0.1690140845,P
0,PZAA2_26780,0,cc,1422,0.5611319317,18.6913320583,0.1574903969,P
1,PZAA2_26780,0,cc,1423,0.3071338403,17.8782929616,0.2355953905,P
2,PZAA2_26780,0,co,1424,0.7353269901,22.1372557124,0.1280409731,P
2,PZAA2_26780,0,cc,1424,0.2751026526,24.8098935552,0.1446862996,P
-1,PZAA2_26780,0,cc,1425,0.31967760430000003,20.2920712797,0.1344430218,P
-1,PZAA2_26780,0,co,1425,0.6498791338000001,17.0093097743,0.2304737516,P
0,PZAA2_26780,0,cc,1426,0.2215554425,17.0895808488,0.1792573624,P
1,PZAA2_26780,0,cc,1427,0.5440553932000001,16.9257918051,0.0742637644,P
1,PZAA2_26780,0,cc,1427,0.7315657662,18.6174325103,0.0973111396,P
2,PZAA2_26780,0,cc,1428,0.6517766345,21.1694211184,0.08322663250000001,P
2,PZAA2_26780,0,cc,1428,0.6121203283000001,22.2643333632,0.0883482714,P
2,PZAA2_26780,0,cc,1428,0.75131379,17.4709650387,0.0960307298,P
0,PZAA2_26780,0,cc,1429,0.4448885791,17.2107689137,0.18565941100000002,P
0,PZAA2_26780,0,co,1430,0.8262743009,20.1280354079,0.09475032010000001,P
0,PZAA2_26780,0,cc,1430,0.3461746497,19.8168117714,0.1485275288,P
0,PZAA2_26780,0,cc,1431,0.57978809,22.5004037606,0.09475032010000001,P
0,PZAA2_26780,0,cc,1431,0.5085139786,16.8792729959,0.1690140845,P
2,PZAA2_26780,0,pta,1291,0.7306211823000001,25.2145100092,0.08322663250000001,P
-1,PZAA2_26780,0,pta,1296,0.7124907882,18.1685367616,0.1254801536,P
1,PZAA2_26780,0,pta,1307,0.4610005421,15.8419157301,0.2509603073,P
-2,PZAA2_26780,0,pta,1312,0.5496053178,17.1336139203,0.1997439181,P
-2,PZAA2_26780,0,pta,1312,0.49148835890000003,20.7778479467,0.0883482714,P
1,PZAA2_26780,0,pta,1315,0.6096594244,16.4060274447,0.17797695260000002,P
1,PZAA2_26780,0,pta,1323,0.427430413,17.6158504325,0.2407170294,P
2,PZAA2_26780,0,pta,1324,0.7574870077,19.739028561,0.1395646607,P
2,PZAA2_26780,0,pta,1324,0.45411562400000005,24.5008775047,0.0755441741,P
-1,PZAA2_26780,0,pta,1328,0.6307757036,18.5947366842,0.14980793850000002,P
0,PZAA2_26780,0,pta,1329,0.7752339544,20.4142968942,0.0781049936,P
1,PZAA2_26780,0,pta,1330,0.7808130356,20.7852497192,0.08194622280000001,P
-2,PZAA2_26780,0,pta,1332,0.5872854712000001,22.2789162727,0.18565941100000002,P
-2,PZAA2_26780,0,pta,1332,0.5279589214,23.0398735603,0.1254801536,P
2,PZAA2_26780,0,pta,1341,0.7401442209,17.8098981111,0.1434058899,P
-3,PZAA2_26780,0,pta,1347,0.7683476037,22.1536578888,0.0883482714,P
-2,PZAA2_26780,0,pta,1348,0.7576734146,21.1812613808,0.12291933420000001,P
0,PZAA2_26780,0,pta,1349,0.4036856608,16.4526800074,0.16645326500000002,P
1,PZAA2_26780,0,pta,1350,0.5920870219000001,18.8405142792,0.2074263764,P
2,PZAA2_26780,0,pta,1351,0.8515098287,22.5398207262,0.085787452,P
2,PZAA2_26780,0,pta,1351,0.7163983444,23.1852645192,0.0985915493,P
-3,PZAA2_26780,0,pta,1374,0.7216210673,22.2832214706,0.1267605634,P
-3,PZAA2_26780,0,pta,1374,0.7187009239000001,22.4724002922,0.3316261204,P
-1,PZAA2_26780,0,pta,1376,0.7533988936,21.9645499862,0.1293213828,P
1,PZAA2_26780,0,pta,1378,0.8316467753000001,17.7479389464,0.2074263764,P
-3,PZAA2_26780,0,pta,1380,0.5325695002,16.7917946933,0.23943661970000002,P
-2,PZAA2_26780,0,pta,1381,0.4327027073,14.7593173867,0.2266325224,P
-1,PZAA2_26780,0,pta,1382,0.7130067617,16.8995945556,0.1165172855,P
-1,PZAA2_26780,0,pta,1382,0.785888718,18.9102084359,0.12163892450000001,P
-1,PZAA2_26780,0,pta,1382,0.7786842890000001,21.9189395104,0.1075544174,P
0,PZAA2_26780,0,pta,1383,0.6587043887,18.3183735356,0.1293213828,P
0,PZAA2_26780,0,pta,1383,0.7000457624,17.9850216071,0.09987195900000001,P
2,PZAA2_26780,0,pta,1385,0.536032323,16.1347061241,0.2996158771,P
2,PZAA2_26780,0,pta,1385,0.6216456956,23.9686497358,0.1741357234,P
0,PZAA2_26780,0,pta,1391,0.7625822543,18.9056239435,0.2483994878,P
1,PZAA2_26780,0,pta,1402,0.7300158508,17.7384458873,0.1446862996,P
0,PZAA2_26780,0,pta,1405,0.4597971134,22.423213986,0.1536491677,P
1,PZAA2_26780,0,pta,1406,0.7036492373000001,16.6889726193,0.1805377721,P
-2,PZAA2_26780,0,pta,1414,0.8169737050000001,22.6341580768,0.0870678617,P
-1,PZAA2_26780,0,pta,1415,0.7183960924,18.4978466625,0.1280409731,P
1,PZAA2_26780,0,pta,1417,0.5770054669,16.3814138967,0.15236875800000002,P
-1,PZAA2_26780,0,pta,1421,0.5548349834,16.8726920538,0.24583866840000002,P
0,PZAA2_26780,0,pta,1422,0.5173957299,24.9842926353,0.09346991040000001,P
2,PZAA2_26780,0,pta,1424,0.620416489,15.4638050606,0.2163892446,P
-1,PZAA2_26780,0,pta,1425,0.5197382912,21.0120716524,0.11267605630000001,P
1,PZAA2_26780,0,pta,1427,0.6045738047,19.1436377282,0.2215108835,P
2,PZAA2_26780,0,pta,1428,0.74662565,19.6262152502,0.3021766965,P
-2,PZAA2_26781,1,cc,1432,0.5283111533,24.4288194158,0.1370038412,P
-2,PZAA2_26781,1,co,1432,0.7494034272,21.323147217,0.171574904,P
-2,PZAA2_26781,1,cc,1432,0.2469565725,21.0988079817,0.22023047380000002,P
-1,PZAA2_26781,1,cc,1433,0.4663531473,19.9708280777,0.3034571063,P
-1,PZAA2_26781,1,cc,1433,0.48573673230000003,19.9723178128,0.2752880922,P
-1,PZAA2_26781,1,cc,1433,0.47302880680000003,19.0082604594,0.09987195900000001,P
1,PZAA2_26781,1,cc,1435,0.7594503964,20.9918811031,0.0973111396,P
1,PZAA2_26781,1,cc,1435,0.36154007730000004,22.9060031068,0.1318822023,P
2,PZAA2_26781,1,co,1436,0.4308700837,23.8343753549,0.1434058899,P
3,PZAA2_26781,1,cc,1437,0.39011477910000003,22.1057372763,0.0870678617,P
-2,PZAA2_26781,1,co,1440,0.7418473117000001,23.9703464184,0.2023047375,P
-1,PZAA2_26781,1,cc,1441,0.2172655959,24.3237014313,0.0985915493,P
0,PZAA2_26781,1,cc,1442,0.5252882707000001,19.9386438195,0.15877080670000002,P
0,PZAA2_26781,1,cc,1442,0.1807241531,18.0306883236,0.2330345711,P
1,PZAA2_26781,1,co,1443,0.49540301500000006,21.8697768105,0.1626120359,P
1,PZAA2_26781,1,co,1443,0.39516068590000003,23.5286798072,0.20614596670000002,P
2,PZAA2_26781,1,cc,1444,0.5960287783,22.6843273612,0.40076824580000003,P
