position,loc,chan,burst_type,ids,amp,freq,duration,monkey
-3,POP3_24650,0,cc,283,0.2186407944,17.8127012859,0.12291933420000001,P
-2,POP3_24650,0,cc,284,0.4126214435,15.603495905599999,0.1805377721,P
-1,POP3_24650,0,cc,285,0.42966802060000003,20.2151506873,0.1728553137,P
0,POP3_24650,0,cc,286,0.3102926574,21.4133637915,0.1446862996,P
1,POP3_24650,0,cc,287,0.26280235090000004,16.9744525049,0.204865557,P
2,POP3_24650,0,cc,288,0.8940249905000001,19.7194622208,0.1037131882,P
1,POP3_24650,0,cc,291,0.5161632981000001,17.9639608873,0.1574903969,P
2,POP3_24650,0,co,292,0.6067492273,17.2514177889,0.33930857870000003,P
-3,POP3_24650,0,cc,293,0.4193267962,20.2526912755,0.16389244560000002,P
-1,POP3_24650,0,cc,295,0.6011164055,20.3715478254,0.1139564661,P
1,POP3_24650,0,co,297,0.7099473796,20.6034897415,0.1434058899,P
2,POP3_24650,0,cc,298,0.5708879518000001,19.3083050242,0.14212548020000002,P
-1,POP3_24650,0,cc,300,0.614546096,24.9628593847,0.0755441741,P
0,POP3_24650,0,co,301,0.6322835969,21.7574405509,0.1702944942,P
1,POP3_24650,0,cc,302,0.3946884157,17.032654251,0.0806658131,P
1,POP3_24650,0,cc,302,0.44098266220000004,17.0778609147,0.16645326500000002,P
1,POP3_24650,0,co,302,0.6666361913000001,18.3628840038,0.1408450704,P
2,POP3_24650,0,cc,303,0.18038959340000002,17.6217878585,0.1344430218,P
-2,POP3_24650,0,cc,309,0.2883001504,17.3716483952,0.06530089630000001,P
-2,POP3_24650,0,co,309,0.6060423112000001,17.8174315154,0.1600512164,P
0,POP3_24650,0,co,311,0.29439129810000003,20.2628556507,0.1510883483,P
1,POP3_24650,0,cc,312,0.3061903476,16.5794395506,0.09475032010000001,P
1,POP3_24650,0,cc,312,0.6135119737,17.7647314924,0.2957746479,P
2,POP3_24650,0,cc,313,0.5562837296,20.2317804172,0.1882202305,P
3,POP3_24650,0,co,314,0.8558620837,15.6627414021,0.1241997439,P
-2,POP3_24650,0,cc,319,0.16162256,17.5489321679,0.0985915493,P
0,POP3_24650,0,cc,320,0.6496233680000001,16.0989832724,0.1408450704,P
0,POP3_24650,0,cc,320,0.387795975,23.6487521871,0.09987195900000001,P
0,POP3_24650,0,cc,320,0.6014951211,20.0939624958,0.1293213828,P
1,POP3_24650,0,cc,321,0.5480047171,17.1379141787,0.1792573624,P
1,POP3_24650,0,cc,321,0.5777191295,17.6270006323,0.23687580030000002,P
3,POP3_24650,0,cc,323,0.5349593077,18.1825464858,0.2509603073,P
-3,POP3_24650,0,co,324,0.4428864229,18.7074170884,0.2138284251,P
-2,POP3_24650,0,cc,325,0.255034343,17.1356154189,0.14724711910000002,P
-2,POP3_24650,0,cc,325,0.4730243113,17.9244898731,0.2010243278,P
-1,POP3_24650,0,cc,326,0.5517191617,17.580870676099998,0.23815621,P
0,POP3_24650,0,cc,327,0.454732189,17.6077586078,0.119078105,P
2,POP3_24650,0,cc,329,0.607160632,20.4857188552,0.2291933419,P
2,POP3_24650,0,cc,329,0.4572107589,15.1328415673,0.1766965429,P
-3,POP3_24650,0,cc,330,0.7701029167,15.8731952462,0.138284251,P
-1,POP3_24650,0,cc,332,0.7354941052,18.6247279319,0.119078105,P
-1,POP3_24650,0,cc,332,0.554202179,21.0869309788,0.1562099872,P
0,POP3_24650,0,cc,333,0.4810264413,20.9910500893,0.3060179257,P
1,POP3_24650,0,cc,334,0.5986334644,19.1760896145,0.1446862996,P
2,POP3_24650,0,cc,335,0.4655694976,17.8801007551,0.2432778489,P
2,POP3_24650,0,cc,335,0.3924996181,21.6485315108,0.1702944942,P
-3,POP3_24650,0,cc,336,0.5288507641,18.0550629277,0.1728553137,P
-3,POP3_24650,0,cc,336,0.4331354041,18.6796210233,0.0870678617,P
-2,POP3_24650,0,cc,337,0.4810562975,22.4531929337,0.1536491677,P
-1,POP3_24650,0,cc,338,0.7593656306000001,19.0460001449,0.16133162610000001,P
0,POP3_24650,0,cc,339,0.4311567895,19.2326588046,0.1011523688,P
0,POP3_24650,0,cc,339,0.49707439350000004,15.971556909,0.1741357234,P
1,POP3_24650,0,cc,340,0.45505677520000004,18.4353605564,0.2355953905,P
1,POP3_24650,0,cc,340,0.5505302957,21.820199206,0.12291933420000001,P
2,POP3_24650,0,cc,341,0.3373694114,14.3911768888,0.0985915493,P
2,POP3_24650,0,cc,341,0.1092790569,19.9963545314,0.1395646607,P
-1,POP3_24650,0,co,342,0.6650763519,16.7705591697,0.1869398207,P
-1,POP3_24650,0,co,342,0.5052139945,21.2979463335,0.16645326500000002,P
0,POP3_24650,0,cc,343,0.35781663210000003,13.6329184241,0.1139564661,P
0,POP3_24650,0,cc,343,0.2967290249,14.412179413,0.0627400768,P
1,POP3_24650,0,cc,344,0.8265018039,17.0124342443,0.09346991040000001,P
1,POP3_24650,0,cc,344,0.41425914,15.9929484725,0.1434058899,P
2,POP3_24650,0,co,345,0.5344163102,18.4232381621,0.1062740077,P
3,POP3_24650,0,cc,346,0.6034222276,21.4932192831,0.0845070423,P
-3,POP3_24650,0,cc,348,0.5828881054,23.8362490561,0.119078105,P
-2,POP3_24650,0,cc,349,0.2864166266,20.1337537648,0.1434058899,P
2,POP3_24650,0,co,353,0.5835896918,18.2543628054,0.1293213828,P
-2,POP3_24650,0,cc,357,0.2724076552,20.5946904228,0.14724711910000002,P
0,POP3_24650,0,cc,359,0.4198390209,23.3183784226,0.1177976953,P
1,POP3_24650,0,cc,360,0.6506800671,20.7740608493,0.22023047380000002,P
1,POP3_24650,0,co,360,0.8411192352,22.2140682905,0.12163892450000001,P
-3,POP3_24650,0,cc,362,0.3979573867,21.0126474462,0.26632522410000004,P
-3,POP3_24650,0,cc,362,0.48492219070000003,16.8731769759,0.2407170294,P
-2,POP3_24650,0,cc,363,0.3449155975,20.9933556774,0.1549295775,P
-1,POP3_24650,0,cc,364,0.6633278495,20.8049331941,0.09346991040000001,P
0,POP3_24650,0,cc,365,0.3858169187,19.9168195551,0.1971830986,P
0,POP3_24650,0,cc,365,0.6238519975,17.7932957478,0.2151088348,P
1,POP3_24650,0,cc,366,0.4947369301,22.0787103571,0.0806658131,P
1,POP3_24650,0,cc,366,0.7086460269,21.932609688,0.1241997439,P
2,POP3_24650,0,cc,367,0.5849470465000001,14.7275210943,0.14212548020000002,P
2,POP3_24650,0,cc,367,0.5560167490000001,18.8801763096,0.0985915493,P
-2,POP3_24650,0,cc,369,0.7245703873,18.6082806285,0.1434058899,P
-2,POP3_24650,0,cc,369,0.4228946154,19.7114514503,0.0909090909,P
-2,POP3_24650,0,co,369,0.5364963663,22.0415248537,0.1024327785,P
1,POP3_24650,0,cc,372,0.4605441811,18.0646338186,0.133162612,P
2,POP3_24650,0,cc,373,0.4112793299,15.1459204941,0.2330345711,P
2,POP3_24650,0,cc,373,0.49231203290000003,23.7575558946,0.0781049936,P
-3,POP3_24650,0,co,374,0.8550231931000001,18.1823513924,0.133162612,P
-3,POP3_24650,0,cc,374,0.47528539340000003,21.7537923234,0.1395646607,P
-2,POP3_24650,0,cc,375,0.5076107194,16.9118803965,0.14980793850000002,P
-2,POP3_24650,0,cc,375,0.5355242648,20.988292326,0.138284251,P
-2,POP3_24650,0,cc,375,0.5981808952000001,20.703831589700002,0.0781049936,P
-1,POP3_24650,0,cc,376,0.2880377313,18.8424675314,0.15236875800000002,P
0,POP3_24650,0,cc,377,0.3887293278,18.6442781105,0.1152368758,P
0,POP3_24650,0,cc,377,0.4725227595,22.0924349575,0.1318822023,P
0,POP3_24650,0,cc,377,0.33489659050000004,18.1243399653,0.1088348271,P
0,POP3_24650,0,cc,377,0.2521320705,19.7540390677,0.1254801536,P
1,POP3_24650,0,cc,378,0.50996503,20.1602675279,0.2970550576,P
-2,POP3_24650,0,cc,380,0.16959843460000001,16.7077301,0.1062740077,P
1,POP3_24650,0,co,383,0.5771074082000001,17.5990488675,0.2074263764,P
2,POP3_24650,0,co,384,0.5522349578,19.1679012177,0.2612035851,P
-3,POP3_24650,0,cc,385,0.4753595913,16.2103725897,0.0742637644,P
-3,POP3_24650,0,cc,385,0.33987008820000003,17.7887670322,0.3495518566,P
-1,POP3_24650,0,cc,386,0.4110033447,17.7802474392,0.2215108835,P
0,POP3_24650,0,cc,387,0.3181687902,16.5709135876,0.357234315,P
2,POP3_24650,0,cc,389,0.3709523427,16.2256920094,0.1037131882,P
2,POP3_24650,0,cc,389,0.7131574467,18.0522723767,0.1370038412,P
2,POP3_24650,0,cc,392,0.4426336538,16.2062376522,0.1626120359,P
2,POP3_24650,0,co,392,0.6532536152,17.8591065178,0.12291933420000001,P
-3,POP3_24650,0,co,394,0.7092476538,18.1198010966,0.1241997439,P
-1,POP3_24650,0,cc,396,0.2962725757,16.2063606535,0.1177976953,P
-1,POP3_24650,0,cc,396,0.5543062455000001,19.1070987517,0.1997439181,P
-1,POP3_24650,0,cc,396,0.3666586973,19.735081385,0.2432778489,P
0,POP3_24650,0,cc,397,0.8651680148,15.5196945574,0.0768245839,P
1,POP3_24650,0,cc,398,0.6047740030000001,16.7722907805,0.1139564661,P
1,POP3_24650,0,cc,398,0.4731502731,21.5491070048,0.12163892450000001,P
2,POP3_24650,0,cc,399,0.5617140809,18.661763013,0.1562099872,P
3,POP3_24650,0,cc,400,0.1842777078,15.0295558422,0.1728553137,P
-2,POP3_24650,0,cc,403,0.1976978886,20.6043877282,0.1395646607,P
-2,POP3_24650,0,co,403,0.4944325954,19.2806645681,0.171574904,P
-2,POP3_24650,0,cc,403,0.8406526019,17.9934232198,0.11011523690000001,P
-1,POP3_24650,0,cc,404,0.5760410146,17.410281,0.1933418694,P
0,POP3_24650,0,cc,405,0.5457066244000001,16.1031614523,0.28553137,P
0,POP3_24650,0,cc,405,0.7015844029,13.1998050831,0.09346991040000001,P
1,POP3_24650,0,cc,406,0.38351264100000004,20.4626161733,0.1408450704,P
2,POP3_24650,0,co,407,0.5875658993,18.6828273796,0.1574903969,P
0,POP3_24650,0,cc,408,0.3075976355,19.1937206238,0.09346991040000001,P
0,POP3_24650,0,cc,408,0.4694293807,18.3250040521,0.2163892446,P
0,POP3_24650,0,cc,408,0.5057428498000001,24.7006887588,0.0768245839,P
0,POP3_24650,0,cc,409,0.2792706209,20.6939265107,0.1011523688,P
0,POP3_24650,0,cc,409,0.6183399058,18.0225368087,0.3444302177,P
0,POP3_24650,0,co,410,0.46186906400000005,21.0852412598,0.2804097311,P
0,POP3_24650,0,cc,410,0.41666169750000004,19.8027568524,0.1907810499,P
0,POP3_24650,0,cc,411,0.3669723478,15.9694616297,0.2407170294,P
0,POP3_24650,0,cc,412,0.2437456742,21.9534969538,0.11267605630000001,P
0,POP3_24650,0,cc,413,0.546697968,17.9643228805,0.1062740077,P
0,POP3_24650,0,cc,413,0.6606846383,18.7181996542,0.0973111396,P
0,POP3_24650,0,cc,415,0.18569685800000002,19.9332552995,0.1370038412,P
0,POP3_24650,0,co,416,0.6883997798,16.5500846318,0.22279129320000002,P
1,POP3_24650,0,pta,210,0.8441529032,18.8614685013,0.1280409731,P
1,POP3_24650,0,pta,210,0.8684815726,19.4047799349,0.1062740077,P
-2,POP3_24650,0,pta,212,0.657705826,19.1741806387,0.11267605630000001,P
-1,POP3_24650,0,pta,213,0.7333759903,18.3770728813,0.14212548020000002,P
2,POP3_24650,0,pta,216,0.7136027257,22.4769043222,0.0921895006,P
3,POP3_24650,0,pta,217,0.48263103570000004,16.3832078793,0.1549295775,P
3,POP3_24650,0,pta,217,0.627075373,17.6741927649,0.18565941100000002,P
-1,POP3_24650,0,pta,219,0.6346245897,17.9963379701,0.4916773367,P
-1,POP3_24650,0,pta,226,0.4487370901,17.4898050578,0.2099871959,P
-1,POP3_24650,0,pta,226,0.8332490055,16.5366774991,0.1062740077,P
0,POP3_24650,0,pta,227,0.5236250025,15.2559011111,0.24583866840000002,P
2,POP3_24650,0,pta,229,0.5369622072,16.3357740991,0.1344430218,P
2,POP3_24650,0,pta,229,0.517321402,20.6579417068,0.0883482714,P
-2,POP3_24650,0,pta,231,0.6149305702,21.7268689598,0.1357234315,P
0,POP3_24650,0,pta,233,0.4555470093,19.7935981452,0.1434058899,P
0,POP3_24650,0,pta,233,0.7547494922,20.667825944,0.09475032010000001,P
1,POP3_24650,0,pta,234,0.7759264699,19.8344860598,0.0985915493,P
-3,POP3_24650,0,pta,236,0.6708252485,22.0623671263,0.0806658131,P
-1,POP3_24650,0,pta,238,0.8045990278,19.68418242,0.1549295775,P
1,POP3_24650,0,pta,240,0.6030422506,16.1044361375,0.2624839949,P
1,POP3_24650,0,pta,240,0.6998800899000001,19.8168273531,0.1152368758,P
2,POP3_24650,0,pta,241,0.7739206594,16.0722545857,0.1690140845,P
-3,POP3_24650,0,pta,247,0.6159148098,16.814201382,0.1984635083,P
-3,POP3_24650,0,pta,247,0.4882240191,17.8649251866,0.2880921895,P
0,POP3_24650,0,pta,250,0.6390400092,14.4354215478,0.09475032010000001,P
2,POP3_24650,0,pta,252,0.8160178343000001,20.737710363,0.133162612,P
0,POP3_24650,0,pta,257,0.7194340057,19.9741236734,0.3418693982,P
1,POP3_24650,0,pta,258,0.8951258003,21.6337740182,0.0973111396,P
-1,POP3_24650,0,pta,260,0.4319413388,18.9138525725,0.0717029449,P
-2,POP3_24650,0,pta,264,0.7565026569000001,15.3325940229,0.1434058899,P
-2,POP3_24650,0,pta,264,0.5253092175,22.0835317551,0.09346991040000001,P
0,POP3_24650,0,pta,266,0.7894479299,15.1058096129,0.0921895006,P
0,POP3_24650,0,pta,266,0.5268027510000001,24.9835409078,0.09475032010000001,P
1,POP3_24650,0,pta,271,0.5510935843,17.8744325984,0.133162612,P
3,POP3_24650,0,pta,273,0.6316534358,19.0318037973,0.15877080670000002,P
-1,POP3_24650,0,pta,285,0.7646228344,20.1468219375,0.08322663250000001,P
0,POP3_24650,0,pta,286,0.7394298594000001,21.957076227,0.0793854033,P
-1,POP3_24650,0,pta,289,0.568280878,15.8977937605,0.16645326500000002,P
-1,POP3_24650,0,pta,289,0.7425625364,15.8189515876,0.09475032010000001,P
0,POP3_24650,0,pta,290,0.6635098194,17.6398275139,0.21766965430000002,P
1,POP3_24650,0,pta,291,0.7405766140000001,20.8380609099,0.1062740077,P
1,POP3_24650,0,pta,291,0.6590655566,19.5430968378,0.1626120359,P
1,POP3_24650,0,pta,291,0.7833854988000001,18.5081355505,0.11011523690000001,P
-3,POP3_24650,0,pta,293,0.6555561977000001,21.7776210715,0.32266325220000003,P
-2,POP3_24650,0,pta,299,0.5498476012,16.633918237,0.2880921895,P
0,POP3_24650,0,pta,301,0.5546353286,19.1509234785,0.0921895006,P
1,POP3_24650,0,pta,302,0.7201149809,19.9157816263,0.16645326500000002,P
2,POP3_24650,0,pta,303,0.7455176095,19.9877916761,0.1446862996,P
2,POP3_24650,0,pta,303,0.4879441752,22.1790310531,0.08322663250000001,P
-3,POP3_24650,0,pta,308,0.5507240553,15.801274298100001,0.1997439181,P
-3,POP3_24650,0,pta,308,0.8064916767,21.8983102088,0.1165172855,P
-2,POP3_24650,0,pta,309,0.8842522302,17.9431940693,0.138284251,P
0,POP3_24650,0,pta,311,0.41660239730000004,19.2552285432,0.3661971831,P
1,POP3_24650,0,pta,312,0.8249837058,17.6842115218,0.1241997439,P
2,POP3_24650,0,pta,313,0.8238419896,22.741991941,0.11139564660000001,P
3,POP3_24650,0,pta,314,0.6654597634,17.928533754500002,0.16645326500000002,P
-3,POP3_24650,0,pta,318,0.6324110745,17.4747866675,0.1766965429,P
2,POP3_24650,0,pta,322,0.5115442894000001,17.3271986087,0.1344430218,P
2,POP3_24650,0,pta,322,0.5970544117000001,14.5559561852,0.1408450704,P
2,POP3_24650,0,pta,322,0.5290731912000001,18.4151468691,0.17797695260000002,P
3,POP3_24650,0,pta,323,0.6170704313,14.970793155500001,0.2496798976,P
3,POP3_24650,0,pta,323,0.6552137094,20.2617557989,0.32266325220000003,P
-3,POP3_24650,0,pta,324,0.5016414051,20.4459132054,0.14980793850000002,P
-2,POP3_24650,0,pta,325,0.6715031473,18.0622774287,0.16133162610000001,P
-2,POP3_24650,0,pta,325,0.5146455656,18.219513403,0.09346991040000001,P
1,POP3_24650,0,pta,328,0.7647772174,20.8101049537,0.0960307298,P
2,POP3_24650,0,pta,329,0.7905803773000001,22.4773742777,0.11011523690000001,P
2,POP3_24650,0,pta,335,0.505091081,16.3434612937,0.1293213828,P
2,POP3_24650,0,pta,335,0.6352971223,21.180047676,0.2010243278,P
0,POP3_24650,0,pta,339,0.6760668379,19.3333983142,0.1728553137,P
2,POP3_24650,0,pta,341,0.6399138345000001,18.9088128368,0.11267605630000001,P
-1,POP3_24650,0,pta,342,0.5344804237,24.5468553907,0.1254801536,P
1,POP3_24650,0,pta,344,0.6749971177,18.787559748,0.28297055060000004,P
3,POP3_24650,0,pta,346,0.7111849854000001,14.9659298064,0.0742637644,P
1,POP3_24650,0,pta,352,0.7475233722,19.0886250185,0.1088348271,P
1,POP3_24650,0,pta,352,0.7221118126,19.7970251094,0.0896286812,P
1,POP3_24650,0,pta,352,0.5475653511,18.648204306,0.0806658131,P
2,POP3_24650,0,pta,353,0.7029616684000001,18.1700926781,0.17797695260000002,P
1,POP3_24650,0,pta,360,0.8619123732,19.4627416877,0.09346991040000001,P
3,POP3_24650,0,pta,368,0.8412398006,19.9764376506,0.133162612,P
0,POP3_24650,0,pta,377,0.7527780208,16.4873382417,0.1766965429,P
1,POP3_24650,0,pta,378,0.8440954365000001,21.5477372342,0.0845070423,P
2,POP3_24650,0,pta,379,0.7735419483,12.8233139715,0.08194622280000001,P
-2,POP3_24650,0,pta,380,0.5515281713,16.1113115899,0.14724711910000002,P
1,POP3_24650,0,pta,383,0.5563147794000001,15.8536598386,0.2010243278,P
1,POP3_24650,0,pta,383,0.5919493172,19.525054355,0.11139564660000001,P
1,POP3_24650,0,pta,383,0.5221654367,20.5564795176,0.09475032010000001,P
-3,POP3_24650,0,pta,385,0.3806972644,19.2864875606,0.1574903969,P
-3,POP3_24650,0,pta,385,0.7468421576000001,19.3951670639,0.1293213828,P
1,POP3_24650,0,pta,388,0.48288440120000004,18.3759254544,0.1818181818,P
2,POP3_24650,0,pta,392,0.7770252232,21.1957314882,0.0909090909,P
1,POP3_24650,0,pta,398,0.6121955673,16.9478478429,0.0793854033,P
2,POP3_24650,0,pta,399,0.7470688493000001,19.1098345846,0.1152368758,P
3,POP3_24650,0,pta,400,0.6504188714,20.7235028188,0.2304737516,P
-3,POP3_24650,0,pta,402,0.7912696517000001,23.9966154638,0.0845070423,P
0,POP3_24650,0,pta,405,0.8788319019,14.2450213853,0.08194622280000001,P
1,POP3_24650,0,pta,406,0.5268486122,22.5818291803,0.1702944942,P
2,POP3_24650,0,pta,407,0.6932697762000001,18.8995124841,0.18309859150000002,P
2,POP3_24650,0,pta,407,0.40468944090000003,21.8662882354,0.0806658131,P
0,POP3_24650,0,pta,408,0.5048493633,22.1265996902,0.3303457106,P
0,POP3_24650,0,pta,409,0.7539427162,17.8766655421,0.0870678617,P
